Id,Label,Comment
7334,0,Phan Phước Thuận niệm
7335,2,Vcl đúng cái rạp xiếc
7336,1,Bù nhìn lên 3 sao rồi
7337,0,lần nào các ông đổi coach chả bảo đấy là mảnh ghép k thể thiếu 
7338,0,Ở Việt Nam ngoài ngài Ren ra thì chả có HLV nào ra hồn. Chúc mừng SE cạnh tranh top 4.
7339,2,Địtcome kick ngài Ren ngay thềm chốt đội hình VCS mùa hè. Cái này là muốn cấm Ren ở mùa hè đây mà. Còn việc SBTC nó cũng chả quan tâm top 5-6 gì. Chắc nhắm vào dìm Ren xuống là đủ.
7340,0,Mùa tới thành chuối phi
7341,0,Rồi top 6 chờ đợi se
7342,0,Luân Võ nó đá chén cơm của ngài Ren
7343,0,trụ hạng tới chơi
7344,0,Line up này ... Top 7
7345,0,Lên bài thank đi mấy anh ơi
7346,0,Nốt mùa rồi giải tán đội 
7347,0,Thôi xong SE mùa này rồi
7348,0,Chúng tôi cần!!!
7349,0,Thật à
7350,1,Rồi làm HLV bù nhìn nữa nè chứ đâu
7351,0,tuyệt…vọng 
7352,1,Hlv bù nhìn
7353,0,Mùa này trụ hạng rồi 
7354,0,Thoi hong sao mùa sau là mùa của chúng ta tiếp nè
7355,0,thôi top 5
7356,1,bù nhìn lên 3 sao à 
7357,0,Toang r
7358,0,Giờ viết thư xin làm Gam con dần là vừa. GAM TIME 
7359,1,Vậy là Ren chim cook thật rồi các ông ạ
7360,0,Se mùa hè này ai cũng muốn gặp hết bản điểm mà top thì yếu rừng thì đi cho có mid đánh thì vô trách nhiệm có tài mà ko có đạo Đức bỏ
7361,1,"cook sớm, hạng 8"
7362,1,HLV Bù Nhìn 
7363,0,Naul và hype chắc hẳn là một mảnh ghép NÊN thiếu để giúp SE hoàn thiện hơn về mặt chiến thuật
7364,0,Đ có ngài ren xem win ntn 
7365,0,thở oxi gấp
7366,0,Hủy đki ngay
7367,0,Kick Ren để đưa Naul lên
7368,0,Fc phản thầy
7369,0,Vinh Võ +1 cup GAM lun ha
7370,1,"Giống kiểu đuổi thomas tuchel đưa hadi pót tơ về đấy  r mùa sau giống chân đèn rồi , cook"
7371,0,Hết tiền ko giữ đc bổ nhiệm hlv ng nhà luôn
7372,0,"Đón thêm nhà tài trợ mới, thế nên ko có chuyện quỹ luơng bị phồng, mà lại thay một ông hlv trình độ top 1,2 vcs bằng 1 ông chỉ có kinh nghiệm dẫn dắt 1 đội đua thăng hạng . Cái này nếu mà ko phải ren muốn out mà do ban lãnh đạo kick thì ăn chửi cx đáng"
7373,0,Phan Tấn Trung ơ em cứ tưởng là anh Ba 
7374,0,Hóa ra kick Ren là để đỡ tốn lương à
7375,1,Cook từ khi mùa giải chưa bắt đầu.
7376,0,rồi mùa này trụ hạng luôn
7377,0,Fc phản thầy !
7378,0,Kick thầy tuyển trò
7379,0,"Trọng Hiếu Serg Ren nói ko nghe, Naul nói sao nghe "
7380,0,"Mùa sau là mùa của GAM
trụ hạng có gameming house to để làm gì ta"
7381,1,Vãi l luôn 
7382,0,Trò hề 
7383,0,Fidle lên 2 sao rồi
7384,0,Vô địch là cái chắc rồi
7385,0,"năm nay đi chung kết rồi , mà đó là kết thúc"
7386,0,Kick Ren thì thôi mùa sau trụ top 4 là thành công r còn k thì top 5 cũng giỏi
7387,0,"Được không đó , sao t nghi quá"
7388,0,FC phản thầy 
7389,0,"Hlv "" cố lên em ơi"" à"
7390,0,anh ba vứt cái tên SBTC cho người khác rồi
7391,0,Mong là v
7392,0,"mùa xuân đua vô địch
mùa hè đua trụ hạng"
7393,0,Từ bhl mạnh nhất vcs thành yếu nhất chỉ sau 1 mùa
7394,0,Hẹn 1 tương lai xa 
7395,0,Tưởng hype trong se sẵn rồi mà
7396,0,"Ae bình tĩnh theo t đây chỉ là content giữ tt thôi , ngài ren vẫn là hlv trưởng ren đang làm tốt mà"
7397,0,Mùa sau top 4 là giỏi lắm r
7398,0,Bắt đầu thấy nohope từ thời điểm này
7399,0,Thôi mùa này đánh tri ân ng hâm mộ đc r
7400,0,Hướng đến ngôi vị top 8 VCS
7401,1,Thôi cút khỏi top đi là vừa
7402,0,tôi thực sự nhớ những video edit cũ của hype
7403,1,SBTC = Sống Bẩn Tẩy Chảy
7404,0,Lạc Gia Trần Anh Le Minh Hoàng Võ adu lên chức
7405,0,mùa sau là của chúng ta ha 
7406,0,"naul nó phản anh em, canh me canh chua đạp anh ren ra khỏi ghế "
7407,0,Thở oxi
7408,0,hlv 1 mùa quá....
7409,0,Line up cũ thì có tí hope chứ thay line up lun thì out top
7410,0,Naul chỉ dia1 cách hành mấy con gà
7411,0,Thank kiu slayder là welcome top 8 lun
7412,1,Mùa này thì cook rồi . Tưởng ai hơn ngài ren làm hlv trưởng cơ 
7413,1,Thôi khả năng cook rồi
7414,0,Gì z tr ;
7415,0,Mùa này tốp 8 đã có chủ rồi 
7416,0,"Ko có Ren đẩy đỡ Ô Liêu Ferguson vào trám đi, ít nhất còn có cái cúp quán quân lượt đi"
7417,0,Mùa sau là mùa chung ta tấu hài...
7418,0,"cậu đừng làm fan Se nữa, hãy anti nó đi Ngô Thành Lý"
7419,0,Z rồi top 4 ở đâu mà có mấy ông thấy cmt chỉ trích là cắn v
7420,0,Tôi đã khóc
7421,0,Chắc xuất trụ hạng ha
7422,0,Có định đi CKTG không hay lại ở nhà xỉa xói GAM 
7423,0,"Năm nay trụ hạng  HLV về thấy sáng cửa vl ra ,ngta mang thành tích về nhì cho mình xong cái kích  thích top 4"
7424,0,Ren GAM cần anh 
7425,1,"Tưởng welcome sofm chứ mùa này về vcs B là đẹp coi naul dẫn dắt as là bt nát cỡ nào mà bọn as nó hôg có tôi cao còn mấy ah sbtc cấm e pk, nó tưởg ko chơi game 1 năm là địa, còn anh éo thể ngồi dự bị nữa tôi cao ngút trời cho naul dẫn hạng 8 là đẹp"
7426,0,"YG thu nhỏ, SE mở rộng"
7427,0,Cuối cùng cũng thấy lại Naul 
7428,1,Chuyển nhượng phong cách chồn xanh lè chân đen sì à. Cái đội tuyển này nó không muốn vô địch hay sao á 
7429,0,Mô phật nguyện cho SE ra đi thanh thản
7430,0,Mùa sau top 4 là mừng 
7431,0,nhà tài trợ mới là ai v ta
7432,1,"thôi tao lạy cái trình độ HLV của Võ Naul Thành Luân này quá  2018,9 đi ra thế giới cầm con sylas 1/4 bị thg mid TL ỉa lên cái đầu. Coi lại thấy vẫn mắc cười đ hiểu sao XTV reac cái thao tác tay của tuyển thủ này lại @@"
7433,0,bo con tom hum bat con tom tit...
7434,0,Mùa sau top 7 mùa nữa đánh vcsb là đẹp
7435,0,Toang mọe rồi
7436,0,"Mua nào fan Se cx thở gấp vs thở oxi , chắc mùa này chuẩn bị ae hấp hối luôn -"
7437,1,Rồi xong mùa hè trụ hạng cmnl là bao đẹp
7438,0,Ch kịp ngạo nghễ cái top 2 
7439,0,Xong luôn s nhìn no hope vậy ae
7440,0,chưa đánh mà mấy ní làm quá 9% nhưng JDG vẫn ăn T1 đó thây thì cùng lắm như mọi năm mua sau là mùa của chúng ta 
7441,0,"Kick Ren for this, really nhà đầu tư"
7442,0,SE MEDIA : WOW đi các bạn 
7443,0,Dell hiểu kiểu gì
7444,1,Vãi cả l ;
7445,0,Mùa sau SE đi
7446,0,"tui bay chê thì qua fans đội khác , chê chê cái qq"
7447,0,"Tot phiên bản VCS ak,"
7448,0,Bổ nhiệm nghe ác
7449,0,Nhiều khi tụi nó ko cần hlv luôn ấy chứ
7450,0,"Rồi xong, mùa này chắc chật vật chen chân vào top 4"
7451,0,Chịu kiểu này chắc mua sẵn mùng mền quá trong hang nhiều muỗi với ẩm ướt lắm
7452,0,3h27 r lên post kick slayder đê
7453,0,T tuyên bố block cái page SBTC này  mùa sau mong TOP8 nhé
7454,0,Top 1 từ dưới đếm lên luônnnn
7455,0,Se manh ren về dậy bọn kia rồi
7456,0,Đuổi ngài tệ thê
7457,0,Line up HLV này chắc kịch sàn vô đc top 7
7458,0,"Long Thiên ""tin này ổn không anh"" =]]]]"
7459,0,"Team này mạnh, mạnh ai nấy đánh,mạnh ai nấy chơi"
7460,0,Đăng ký luôn slot VCS B đi để hết mùa không kịp đăng ký đó
7461,0,đoán già đoán non SOFM đ gì
7462,0,"Slayder mãi không đc nếm mùi ra thế giới
Tiếc cho 1 tài năng mãi quẫy sân nhà"
7463,0,"Duy Khánh cuộc sống đéo lường trc điều gì, ngài ren cứ thế đến r đi"
7464,0,Ủa là căng dữ chưa
7465,0,Vẫn nhớ khi ở Evos hype còn là 1 editor lỏ
7466,0,Thôi thế mùa sau lại tấu hài rồi
7467,0,quá wow
7468,0,Còn ông thầy nào đó thì sao
7469,0,Tự huỷ
7470,0,Nguyễn Minh Tài ác 
7471,0,3h có bom mà giờ đâu r
7472,0,Kick Ngài Ren chắc khó vô top4 quá
7473,0,Hankay số 2 à.
7474,0,Rồi xong 
7475,0,Sbtc hết tiền trả lương cho Ren à hay sao mà tuyển ác v !
7476,0,Ác sê nồ LOL à
7477,0,Tụt hạng
7478,0,Naul đủ Uy để gõ đầu tụi tuyển thủ không
7479,0,Welcome top6 vcs
7480,0,thôi hạng 8 luôn 
7481,0,Ai tag Pelu dô cái post này dùm cái. Gì mà nói đâu trúng đấy
7482,0,Hồi Ren có kể Naul me đẩy Ren té cầu thang mà
7483,0,Thật ra đưa Ren lên để test top2 thôi mà thấy áp lực quá nên đành kick về lại top 7 vậy
7484,0,hy vọng mùa này đến mùa khác thứ đọng lại thì chỉ chăm content kiếm tiền 
7485,0,tin chuẩn ko z ad
7486,0,"Đuổi Tuchel, rước Potter về"
7487,0,chả hiểu sao kick ren
7488,0,Bảo tấu hài chắc tự ái
7489,0,Đua top 8 ha
7490,0,Kiểu này Slayder đi nhanh còn kịp thề  đi về đâu thì chưa biết
7491,0, tấu hài là chính nên ko cần hlv xịn
7492,0,Mùa này se vô địch mình ở truồng chạy từ Cà Mau lên tới Lào Cai
7493,0,tưởng đâu mời SẼ Sofm chư trời
7494,0,top 4 còn no hope chứ ở đó mà đi cktg 
7495,0,"Chắc nốt mua này đéo còn SE nữa, t bỏ fl đây bye ae"
7496,0,Ông Naul là ông đi mid cho Phong Vũ mà đúng k
7497,1,vcl deo hiểu nhà đầu tư mới nghĩ gì
7498,0,Nhà đầu tư chiến lược đây r
7499,0,GAM Vào ngó tí 
7500,2,dit con me tui m phan boi nguoi ham mo vua thoi
7501,0,Ngài REn bị ao combat rồi à
7502,0,Vcs có gì đáng xem nữa đâu
7503,1,"1 từ thôi "" CÚT"""
7504,0,"Vì sao phải thay máu  Ngài Ren đang làm tốt vãi ra r
khó hiểu"
7505,0,Khoa Anh nào làm cái phỏng vấn sao lại thay Pep bằng Arteta nha a 
7506,0,Chủ mới vào phá team à
7507,0,Huy Phúc mùa sau coi như bỏ
7508,0,tin chuẩn chưa
7509,0,Sao tui lo qua mấy ông
7510,0,Hoá ra là người nhà ư 
7511,0,Thay máu này từ máu tốt thay thành máu xấu rồi 
7512,0,mùa tới nấu ăn rồi
7513,0,Mùa này tính lấy top7 của mấy thằng TS mùa trước à
7514,1,Và thế là cút
7515,0,SGB mở rộng à
7516,0,Naul lại đâm sau lưng ren lần nữa goà 
7517,0,Fail rồi đang thích ren
7518,2,Phế vật
7519,0,Thôi tạm biệt búp bê thân yêu tạm biệt gấu misa nhá #outtop
7520,1, bố chịu mùa sau trụ hạng cút luôn là vùa
7521,0,khi thấy kick Ren t đã mong chờ 1 cái gì đó và đây là thứ mà SE con nhận đc...
7522,1,mùa hè top 8 xong cút luôn
7523,0,tại sao vậyyyyyyyyyyyy
7524,0,Em Sẵn Sàng
7525,0,Nghe mùi content
7526,1,Ban hlv chán đ muốn nói  đ hiểu sao để ren đi đẩy 2 ông bù nhìn này lên cho được  chắc cạn ngân sách  thà đừng công bố còn hơn để Fan thất vọng.
7527,0,Vâng chúng tôi không tấu hài  chúng tôi chỉ làm trò con bò cho mọi người cười thôi
7528,0,Hết MU rồ… 
7529,0,mua thuốc trợ tim dần là vừa rồi….
7530,0,K biết trụ hạng nổi k
7531,2,"Phộng lùng , gái đĩ già mồmmmm"
7532,0,Rồi lại rất nhiều FC phản thầy đây
7533,0,Tội cho abe không được ôm cup rồi
7534,0,Đưa 2 ông hề làm HLV
7535,0,1 ông thi giúp ASE rớt hạng
7536,0,1… 
7537,0,"Mùa này : Gà chiên nước mắm,gà luộc,gỏi gà măng cụt của các đội.."
7538,0,Mùa nào cũng là mùa của chúng ta
7539,1,Mùa chúng ta cook
7540,1,Thay thằng nào cũng v với đám tuyển thủ ăn hại kia thôi
7541,0,6h rồi lên bài điii adm ơiii
7542,0,Éo tin dc
7543,0,Nhà đầu tư mới rất có “mắt” nhìn người đấy 
7544,0,Lê lết vào top4 thôi
7545,0, mùa sau lại xuống top 5
7546,0,ê anh Trung tui đâu hổng ai chọn
7547,0,Kick dùm thằng DNK với Balet nữa
7548,0,Top 7 tới chơi
7549,1,"Bình Minh Nguyễn dm có khi mùa này thất vọng vậy mà vô địch vcs cũng nên, mấy mùa trước cũng hy vọng quá trời mà cút ko "
7550,0,Unfan nha mn ơi
7551,0,tuong mua nay di cktg nhung het hy vong roii... nai su 
7552,0,Thôi xong 
7553,0,Thôi bye
7554,0,Trở lại top bãi
7555,0,nhiều khi về làm streamer với lil nam lộc
7556,1,Ren còn ko làm j dc thì đẩy 2 bù nhìn về có j đổ lỗi hlv cho dễ.
7557,1,mùa hè out top4 cmnr
7558,0,"T đoán Ren sẽ làm 1 vị trí cao hơn hlv trường, được toàn quyền gì đó. Chứ ai hơi đâu bỏ 1 núi tiền mời Ren về r cho out luôn đâu ae. Nghe ko đã đầy mùi content rồi."
7559,0,Chắc ren sang gam ha
7560,0,bye cktg mua nay dua tru hang vs MBe r 
7561,0,Đi ở nhà coi cktg r
7562,0,"Kick thầy Ren, welcome Sofm là dc rồi"
7563,0,Vì trình Sofm chỉ đạo hết rồi cần gì HLV nữa 
7564,1,Vl thế này mua hè xuống đánh thăng hạng rồi
7565,0,trời ơi 1 thông tin gì đó cứu sbtc của tui với
7566,0,Đúng team hề
7567,1,Cái l má bỏ Ren rước 2 ông thần ;
7568,0,Thank you Ren để rước cái của nợ này để làm content ak Công sức thằng Ren sấy bao nhiêu mới vào được top 2 giờ vào tay Naul để tranh suất trụ hạng al
7569,0,SE lọc fannnnnn !!!!!
7570,2,Vãi cả l hype
7571,1,Mùa này không vô top 4 tao đéo thèm làm fan SE nữa mới dc ngóc đầu lên 1 mùa dcm
7572,1,Vãi lz luôn. Kick Ren thì coi như xong. Xuống đáy xã hội nhé SE
7573,0,Này Oliu tha hồ Var
7574,0,có khi nào CKTG này SE đi với vai trò khách du lịch không ta
7575,0,"Quách Thuận Sanh ông nào fan mu, fan t1, fan se đúng kiểu đáy xã hội"
7576,0,Nói chung là không hết tiền mà ...
7577,1,"Khoa Tô cook thật rồi
giờ xem stream Aba thôiii"
7578,0,Chưa có thank you nữa.
7579,0,Biết huấn luyện ko 
7580,0,"chuẩn bị sẵn văn nếu SE thua: ""kick ren for this """
7581,1,rồi mùa sau cút là rõ
7582,2,Naul hype cái l má tụi bây mang huy hiệu fan cứng nhục vcl
7583,0,đây là bom tấn à
7584,0,Tờ oang toang
7585,0,Out tóp 4
7586,1,Rồi cút rồi 
7587,1,Cosplay Chân đèn à
7588,0,ren của t đâu
7589,1,Vl Top 5 soon
7590,2,"Chưa đánh mấy thằng lz se cmt ác thiệc, tới lúc naul với hype hay rồi khen, đúng chất"
7591,0,Chưa gì đã thấy phụ lòng người hâm mộ rồi
7592,0, mùa này top 8 he
7593,1,thoi cut
7594,0,Phạm Lê Chí Toại chắc mùa nữa r giải tán team quá 
7595,0,Từ bỏ giải đấu sớm nhỉ
7596,0,top 5-8 bú à 
7597,0,Alex Huang 1 rừng k thể 2 cọp đc 
7598,0,It's trụ hạng time !!!
7599,0,Ngọc Huy cuối mùa giải tán là đẹp
7600,0, Mạnh Quỳnh Minh Tri đua top 8
7601,0,Mùa sau đi top2 r
7602,0,HLV người nhà rồi
7603,0,Rồi SE sẽ giống như ASE 
7604,0,Hype là ai
7605,0,- 1 fan se
7606,0,Thôi chưa biết kết quả sao chứ như này thì chịu hẳn ròi
7607,0,Có vẻ khó lòng
7608,0,SE tranh hạng 8 với MBE r
7609,1,"Vứt mẹ cái mùa này rồi, chắc trụ hạng quá"
7610,0,Hết mùa này giải tán team ha
7611,1,Quốc Bảo mùa sau chắc cook thật rồi 
7612,0,Vl naul thua cả ren
7613,0,Top 5 kịch kim
7614,0,"SE là team media là chính, đánh giải cho vui thôi, nên mục tiêu tạo drama để làm marketing thôi"
7615,0,"Ny của Hype ngon thì ai cũng biết, còn Hype hay ra sao thì tôi vẫn chưa đc chứng kiến"
7616,0,Mùa này là của SE nhưng ở VCSB
7617,0,+1 anti 
7618,0,Thng nào đồn Sofm
7619,0,nếu v xin hãy để slayder ra đi 
7620,0,Đ hiểu luôn 
7621,0,Nói chung là mùa 2024 là của chúng ta
7622,0,Có thật sự là đag nghiêm túc vs LOL ko z
7623,1,Bị điên r
7624,0,Game này ảo thé trời
7625,0,+1 gam con
7626,0,Mẹ tưởng mời dc ai.... Đúng là
7627,0,Ân Lê Ngài Ren out for this
7628,0,"Đi kích ren vì sợ tốn tiền  , rồi đưa 2 ông này đỡ tốn  , rồi chừng nào mới mùa của chúng ta  Rồi chừng nào có cúp  Đây"
7629,0,K có ngài Ren thì SBTC nấu ăn luôn
7630,0,Vay ren đâu
7631,0,chè xanh phiên bản LOL
7632,0,Đề nghị anh Baroibeo quay lại SE cần anh
7633,0,Luân Võ lên dữ mậy
7634,0,Minh Công Phan Thầy Minh May Mắn và Thầy Luân Lucky
7635,0,trụ hạng 
7636,0,Top 7 vẫn còn đẹp nha 
7637,0,Ngài Ren đâu r
7638,1,vclll ảo thật
7639,1,sân đè
7640,0,Đừng thay a ba báo nha.
7641,0,Thank you Tư Mã.
7642,0,Chú 5 đến chơi
7643,1,Vãi l  Sao thấy no hope vậy trời  tưởng cái gì đặc sắc lắm thế đ nào lại là Naul lên làm head coach  cười vcl
7644,0,media làm cái hình này 2 tiếng 
7645,0,top 8 cho se
7646,1,Đức Tân Thanh Tuấn 2 Hlv bù nhìn 
7647,0,Khắc Vỹ Nguyễn Thành Đạt chuông kỳ bu
7648,0,Naul đã có thành tích với kinh nghiệm bao lâu đâu
7649,0,Tui le 
7650,1,"kick ren để mời 2 chú bé đần , SE ngáo r"
7651,0,Kênh chat varr tooo
7652,0,Ừm thế còn hlv người nhà còn lại đâu
7653,0,Mấy ông đừng tranh top 1 hay top 4 đc k Vì top nào thì ra thế giới cũng thua Wc thôi.
7654,1,clm sốc
7655,1,2 thằng ngáo
7656,0,Mùa này hạng 2 .. Mùa sau trụ hạng là đẹp 
7657,0,Không ngờ SBTC
7658,0,Nghỉ chơi
7659,0,Còn 1 bài thank you nữa bạn ơi SBTC Esports
7660,0,Hlv Fiddlestick 
7661,0,Trò đùa à
7662,1,Roi xong mùa này cút
7663,0,Naul người đi mid khắc chế anh C7n
7664,0,quả này SE đi zô hang dài dài
7665,1,Hết mùa giải cmn tán
7666,0,Thằng này nói ai nghe
7667,0,Hoàngg Phúc #truhangtime
7668,0,Trông khác éo gì tot gà voới MU ko
7669,0,nhượng 2 vé viewing party ạ
7670,0,SE nấu ăn từ đây
7671,0,h còn đ dám mơ top 4 
7672,0,Se sọpem đôu
7673,1, mùa này đừng cook là được á
7674,0,"Thành Nguyễn Xuân
mùa này đéo phải mùa của chúng ta nữa rồi"
7675,0,cái này là Olieu tha hồ var luôn
7676,0,ủa tưởng anh này
7677,1,"Nhìn đần ác 0"""
7678,1,vl Arteta 2.0 ak....
7679,0,Hồ Linh nhìn quả mặt trông chán hẳn
7680,0,Một số đội gồng hết nổi mà anh Lu nói là đây sao
7681,0,Nguyễn Ngọc Tuấn tưởng ai
7682,0,Nấu Ăn Esports
7683,0,Mùa 2024 là của se của Quân nốt Phạm Minh Quân =]]]
7684,0,Hỏi lại lần nữa là chắc chưa
7685,0,cố lên Se
7686,1,Sang Duong mùa sau cook ở nhà xem Gam đi cktg tiếp ha
7687,0,"Thạch Phạm T1 mới làm 1 cú dô hang, SE chơi v làm t xuống lỗ r"
7688,0,Kiểu này chắc top4 củg éo nổi wá
7689,0,top 7 90%
7690,0,"naul mà gắn kết cái team se đc mới là lạ
, góp ý k 1 tác dụng giờ lên làm hlv ."
7691,1,Ren mà còn chê thì cút
7692,1,Vo Thanh Thuong cook top4 rồi
7693,0,Như ……
7694,0,À mà thôi
7695,0,mùa hè tới này k giữ đc top 4 
7696,0,Trọng Khôi thấy cái thông báo tự nhiên t thấy logo SE chuyển sang màu xanh dương
7697,0,Khoa Đỗ pep vs arteta trong lol 
7698,0,Phan Hoàng Nguyên rồi mùa này của người ta rồi chứ chúng ta kiểu gì nổi…
7699,0,Wow
7700,1,Se cook haaa
7701,0,Là đầu tư dữ chưa
7702,0,Hoàng Sơn tiểu đệ ngài ren
7703,0,Quốc An bất ngờ chưa 
7704,0,Tuấn Linh Khúc Fidd lắp ấn chủ lực 
7705,0,Nguyễn Văn Chiến top2 từ dưới lên ha
7706,0,Nguyễn Trọng An mùa sau sẽ là mùa của chúng ta…. Trạng hụ
7707,0,Bao giờ tuyển sp nhỉ
7708,0,Welcome top 8
7709,0,"Bhl mạnh quá
Đoàn Nhật Huy"
7710,1, the nay chi co cook
7711,0,Sao nó cấn cấn đoạn nào z ta
7712,0,Trừ 1 SE con bye .
7713,1,vãi l
7714,0,Nguyễn Châu kco hope
7715,0,Thái Nguyễn Minh Ân Le Khuong Hưng Bùi mùa này là mùa trụ hạng của chúng ta
7716,0,Trần Ngọc Vỹ trụ hạng time
7717,0,giỡn hả
7718,0,Toan Duong team hè đua top 7
7719,0,Tương lai y chang ASE
7720,0,Long Lưu kick tuchel đưa lampard với potter lên làm :Đ
7721,0,Ren đơm ông chủ nên bị kích rồi...hahah
7722,0,Miinh Quân kiếm t cái chỗ mua thuốc trợ tim cái 
7723,0,top 4 hết vị
7724,0,Ai z bà con
7725,0,Pham Nghiem Truong Phuc SE da phan boi toy 
7726,1,2 chú bé đần
7727,0,Nguyen Hoang Tam mùa này se top 7
7728,1,ủa mà sao ngài ren cook z đang bay mà !!!
7729,0,Chau Le Ngo Quoc Nam cảm thấy thế nào
7730,0,top6 go go
7731,0,Giờ sbtc như cái quần sịp thun vậy vì k có Ren:
7732,0,Nguyễn Hiệp chắc mùa cuối rồi
7733,2,Đần vãi cứt.  ren nó đang làm tốt tự nhiên đẩy đi. T cũng không thích ren nhưng nó giỏi. Thôi thì sang gam rồi mua thêm shogun với taki về làm lại ở cktg
7734,2,Ngô Đức Huy đội l t thành anti nha
7735,0,Áccc
7736,0,Kích ren thay naul 
7737,0,Top5
7738,1,Mùa sau lại cook  Bùi Bách
7739,1,"Nguyễn Gia Tuấn Khang Nguyễn
cook lần 2"
7740,0,kick Ren xong đưa Naul lên làm hlv Phạm Mạnh Quang 
7741,0,-1 SE
7742,0,2 Fiddlesticks
7743,1,Se cuc
7744,0,Thái Niran cno đâm ngài Ren của anh Khải...
7745,1,Má hài vl
7746,1,SE cook
7747,0,Diệp Thế Lộc mai win
7748,0,Là wow dữ chưa Nguyễn Khắc Duy
7749,1,r cook Nhật Võ Nam
7750,1,se cook
7751,0,Minh Đức ca này dự đoán mùa sau sao đây
7752,1,Nguyễn Vinh cook 
7753,0,Bùi Đức Tuân mùa sau nữa mới là mùa của chúng ta
7754,0,Bùi Nhựt Trường lụm 
7755,0, To Đùng
7756,0,Má làm tưởng soffm bay
7757,0,Cấn Hiếu liệm r
7758,0,"Lên bài xin lỗi, giải thích và công bố nhà tài trợ ngay lập tích đi, bít là k thể nói về đúng sai quá nhiều trong vụ này vì ai cũng muốn đặt lợi ích tập thể cá nhân của mình lên trên hết nên qua nay đã báo là nhà đầu tư mới kick Ren thì bây h hãy công bố nhà đầu tư đi"
7759,0,Khét đấy
7760,0,Nấu ăn thôii
7761,1,Se cook r
7762,1,rồi  đây là 1 sự thay máu mới  mốn làu 
7763,0,Top 8 go go
7764,0,Trọng Nhân hype shopee
7765,1,Trịnh Đạt dm =]]] nhóc ác
7766,0,Ácc
7767,0,thời tới
7768,0,Nhật Tín hè ở nhà  và chúng ta có GAM Ren
7769,1,Vcl 
7770,0,Co khi nao vi 2 ông nay ma ren đi o
7771,0,Vũ Minh Đức lạ dể t gặp chưa 
7772,0,ASE
7773,0,SE Levi
7774,1,T cưởi ẻ
7775,0,Nguyễn Văn Trọng Naul kick anh đúng hông lịch sử lập lại
7776,0,Nguyễn Lê Hoàng Vũ kick thầy lấy trò
7777,0,để chi 
7778,0,Oẹ 
7779,1,Quân Levi vl 
7780,0,Hú quay về mái nhà top 6 thôi 
7781,0,Uầy
7782,0,Nguyễn Kim Quốc Hưng Niem~~
7783,1,Ngáo 
7784,0,Lý Chính Thắng cũng không hơn abe là mấy
7785,0,Hoàng Ngọc Khánh Mùa sau sẽ là mùa của chúng ta
7786,2,Kiên Penta mao phắc
7787,2,Thôi đm mày nát rồi...Cook luôn
7788,0,1-6 kịch kim
7789,1,Bu` nhin` Thành Long 
7790,0, Hoàng Hùng macro ngay
7791,0,naul nói bọn nó nghe mới lạ
7792,0,Phạm Văn Hiếu sướng luôn
7793,0,Xong
7794,0,woww
7795,1,vcc
7796,1,Nguyễn Tuấn Kiệt vcl
7797,0,Tùng Lê đùa 
7798,0,Đi 
7799,0,Lỏ v
7800,1,Cà Rốt lz j d
7801,0,Nguyễn Lê Hoàng Phi ơ kìa luôn
7802,0,deo the tin dc
7803,1,Nguyễn Trung Kiên hài vl
7804,1,Vaiiii
7805,0,no ren no top
7806,0,mùa sau không out top hơi phí đó
7807,0,naul kick ngài 
7808,1,ccjz
7809,1,thay kiểu này là cook luôn chứ sáng gì nổi
7810,1,Thắng Nguyễn cut ròi
7811,0,Nguyễn Thành Nhân hài cốt
7812,1,Clgt 
7813,0,"Tên tổ chức là sống bằng tình cảm thì các bạn đòi hỏi gì nhiều Tấu hài cùng nhau, đi massage cùng nhau, lượm cúp trong lòng ng hâm mô, thế là quá đủ r."
7814,1,Nguyễn Trương Đan Huy cl j đây 
7815,1,Duy Cường wtf 
7816,0,Sơn Trần pen
7817,0,Nguyễn Tuan Anh ngài ren
7818,0,Nhật Nguyễn bye ngài r
7819,0,Nguyễn Minh Khang ác 
7820,0,Thế ngài Ren đi nấu ăn à
7821,0,tụcccc
7822,0,Nguyễn Văn Thanh top7
7823,1,Thằng Naul mà hlv cái đéo j. Khóc luôn
7824,1,Chắc làm content thôi chứ như này khác gì chồn xanh lè đâu. Kick Tuchel lấy Potter. Mùa sau suýt đánh trụ hạng nữa thì đúng bài luôn.
7825,0,Lỏ 
7826,1,Thôi cook 
7827,0,Ren nó nói còn cãi lại..Hankay thứ 2 ah
7828,0,Mùa sau SE lại nát
7829,2,Có khác gì bọn chồn xanh lè không cơ chứ. Chuyến này ăn db ăn cut rồi
7830,0,Xàm
7831,0,"
trụ hạng"
7832,0,Tưởng HLV này cơ mà 
7833,0,Nước đi này có đúng ko v
7834,1,Rồi tính hạng 6 hay 7 đây. Được 1 mùa có hy vọng tí . Mong ước được nhìn se đi cktg mà giờ cút rồi đó
7835,0,"Đùa hả, sa thải Ren rồi bổ nhiệm Naul . Chắc mùa vừa rồi về 2 ko quen.kk"
7836,0,Nguyen Le My Hoa đi nấu ăn
7837,0, liệu có dc đi cktg
7838,1,Giải tán mẹ đi
7839,0,lủng v =]]
7840,0,Là sao ae
7841,0,"Nhat Anh thôi ở nhà ha  cktg cđg nữa, ko chê 2 anh này nma ko có gì mới thì chịu r"
7842,1,Cook khỏi top 4 ha
