,"Nói ra chắc bị mn chửi chứ thật lòng t thấy pam k xinh cũng k đáng yêu đến mức phải phát cuồng ý, nếu k muốn nói là bé nhìn bình thường hết sức. Chắc do bme pr nhiều. Ngoài kia rất nhiều bé còn xinh và đáng yêu gấp bội bé này. Hồi lâu lâu cmt chê bé xo… See more"
,mà không biết con bé có đi học không mà ta thấy job nào cũng có mặt hết đến nổi bố mẹ còn cho biết trường học của pam là thấy bố mẹ xem con bé như cái túi tiền:))
,Thiếu gia rảnh nhất t từng thấy
,Giàu bằng thực lực nè
,"đúng là bản lồng tiếng dở lắm luôn,phim rõ hay mà lồng tiếng chả ra sao, làm ông con bảo ngta nói cú sao sao ấy mẹ ạ"
,Vote xem phim Rất nhớ rất nhớ anh để hiểu về nghề lồng tiếng hơn chút. Ngoài yêu cầu không nói ngọng ra còn cần nhiều kĩ năng quan trọng khác
,T chặn rất nhiều pg đăng về gd này. Nhất là đợt đám cưới.
,"Thật sự
làm ơn đừng mời vì fame hãy mời vì người đó phù hợp"
,Ê nói thật nha. Hồi xưa lúc bé Pam nổi t chỉ xem hình thôi. Tới lúc vào coi video mẹ cháu nói tự nhiên t mất hứng dã man. Và t k xem nữa
,"+ thêm cặp Ninh Dương nhé, nhạt vkl suốt ngày hệ tư tưởng Ninh Dương"
,Đó là sự thật chứ mắc gì đổ lỗi cho CĐM vậy bay
,Doraemon nhiều khán giả nhí chưa đọc được phụ đề nên phải xem lồng tiếng. Chứ người lớn thì cứ vietsub mà xem
,T rất iu thích trẻ em thấy đứa nào cũng đáng iu cả. Lướt thấy đứa nào là mê đứa đó thật sự đứa nào cũng có nét đáng iu riêng. Ba mẹ bé Pam thì t không ưa chứ bé Pam lâu lâu lướt thấy dễ thương ngoan mà mn hà cớ gì phải cmt toxic nhắc tới bé bodysaming … See more
,"tiệm tui có cột tóc, kẹp tóc xinh cho bé nhé các bác ơi"
,U là trời
,U trời
,"Mà sao t k hiểu là vc nhà này éo hiểu quyền riêng tư của trẻ phải, cái qq gì cũng qc, cũng cho mặt con lên, r vô tư để bạn bè up hình con mình lên mxh, ví dụ ở page của họ thì họ có thể coi kiểm soát đc chứ ở page của những chỗ khác thì sao? Nói thật l… See more"
,"Ck tổng tài, đại thiếu gia ngành may mặc, con cái vẫn nai lưng ra kiếm tiền :)))"
,phim gì vậy để m né ko xem với =((
,Òm nma thực tế thì phần 2 người này lồng tiếng cũng không nhiều. Có mấy câu thôi. Nghe hơi tụt mood chứ không ảnh hưởng tới mạch phim. Nói phá hỏng cả cái movie thì lố quá :))))
,"chứ chả rõ 2 anh chị đúng hạt nhài, hên có đứa con đẻ mát l, từ tấm bé đã buôn bán hình ảnh nuôi bố mẹ à."
,"M ko biết nhà này nổi tiếng vì gì. Còn bé Pam nói thật rất bình thường so với hàng nghìn em bé ngoài kia. T thấy trẻ em bé nào cũng đều đáng yêu cả, ko có gì để ca ngợi quá mức như thế. Đem con ra kiếm tiền từ bé tí"
,Ăn theo nói leo đứa con thôi chứ tài năng mẹ gì. Chấp nhận sự thật đấy đi thôi. Co dấu hiệu còn lợi dụng con quá mức ấy
,Chứ sao nữa
,T thấy đúng vl :)) chả có tí tài năng đ gì cứ đu vs con để kiểu lấy fame từ con bé :))
,"1 lần tui có nói vs bạn tui là diễn viên chính thống phải cạnh tranh vai diễn vs tóp tóp cơ chưa đủ hay sao mà giờ tới cả ngành lồng tiếng cũng phải tranh vậy
bạn tui chỉ cười khì cho qua vì nghĩ chắc cũng ko đến nỗi đâu, cơ mà sau vụ này thì tui … See more"
,"Nhiều đứa nó vẫn nghĩ nhà này đại gia, xây dựng hình ảnh cho con cho vui thôi sao
Nhà có công ty may mặc thì chỉ thuộc hàng nhà giàu, có của ăn của để thôi chứ đại gia thì chưa nha. Chỉ cần sang Gia Lâm, Long Biên - Hà Nội hàng trăm hàng ngàn cái côn… See more"
,Để mà xem video mấy bé đáng yêu trên tiktok thì mình thấy con của bé Khánh Huyền đáng yêu vãi :))) khs bé pam này lại hot thế :)))
,"2 đứa này mà rời xa vòng tay con là bão tố ngay :)) bất tài quá, lại không nghề ngỗng gì, toàn kiếm tiền dựa vào con, thế này còn lâu bố mẹ mới tự lập nổi"
,Rời xa vòng tay Pam là bão tố
,"Chúng m cứ thích con bé Pam, kêu dễ thương này nọ. chứ chúng m cứ có con xem, trông con bé đó chả ra cái gì luôn"
,chứ gì nữa
,"Giờ ns flop làm nghề ko uy tín mất job cả lũ hết rồi, giờ nổi dc cái gì kaf bám trụ à, đầy ns mang con ra pr đó thôi, pr phim cũng mang con ra, đi sự kiện cũng vác con theo thần thánh hoá nhan sắc, qc bán hàng cũng nhờ con, thất nghiệp cũng làm content về con…"
,U là trời. Thôi thì xem vietsub
,"Ko có trình độ thì đừng nhận, ngta bỏ tiền ra thì đk nhận xét"
,"Thiếu gia tập đoàn gì mà kém sang, suốt ngày lên mạng đem con ra làm khùm làm đin"
,"Đúng roài, 2 bạn này trước giờ đâu ai biết nhiều, có bé Pam mới trở nên nổi tiếng, mà nổi tiếng thì lúc nào cũng có 2 luồng dư luận. 1 bạn nhỏ mà bị ngta chỉ trích quá, như ô bà hay bảo là bị quở í. Hy vọng 2 bạn này định hình phát triển cá nhân lại để… See more"
,Khỏi coi luôn
,Lồng tiếng nhưng nghĩ là đang đocn truyện cổ tích hay gì đó. Nghe sượng kinh khủng
,Ko có pé P chắc đéo ai thèm care vợ chồng nhà này quá
,"Trang này hay đăng bài về Pam, và các antifan có mỗi cái luận điệu nhai đi nhai lại là họ mua bài, chạy pr... nếu họ chạy pr thì sao họ lại để cho đăng, bảo pr cái stt bất lợi này cho mình như vậy. Nên làm ơn đừng chu chéo miết cái luận điệu ba mẹ Pam pr bài khắp nơi"
,"Ké fame mèo ú nhưng thất bại, hổng hiểu sao giọng hai vợ chồng này lên phim được luôn á, ở nhà đưa con đi đóng quảng cáo cũng tiền ê hề rồi. Sợ khán giả không nhớ mình nên phải làm đủ job sao"
,Tụi nó nói cũng đúng
,nói cái gd ngta bảo ganh tị
,"Nói thật chứ anh Long hạt nhài, ảnh nhạt thật luôn ấy."
,Htrc lên án thì nhiều fan bênh lắm =)))
,"Không có một tài năng + chuyên môn gì cụ thể, ngoài việc hồ hởi tham gia mọi thứ của showbiz."
,Vẫn éo biết 2 đưa này nổi vì cái gì :)))
,Bộ phim đang hay hết người lồng hay gì mời tụi nó rõ chán
,Gia Minh xem lồng tiếng chán lắm. Xem phụ đề ấy.
,Bỏ không đi xem phim thuyết minh vì anh chị này . Không hiểu nghĩ gì cho lồng tiếng. Chịu
,Lợi dụng con quá. Yêu em bé Pam ko thix ba mẹ.
,"Ôi xem mà tụt mood lun í,k hiểu sao KOL đi lồng tiếng làm j!"
,"Klq chứ MVNBLSN chia screen time cho nhà này nhiều phát sợ, trong khi nhà Ba Duy với Khắc Việt cũng hay mà ko thấy mấy, qua coi Bố ơi là thấy chiếu đều các nhà liền"
,Vâng
,Cần phải biết phân biệt giữa lồng tiếng và đọc truyện
,"Mang đứa con làm content lâu nay cho nổi rồi làm ba cái chuueejn ko đúng chuyên môn, nsx thig khinh thường khán giả, lũ bò"
,"Nghe cmt của mn mà tui thấy đúng luôn á, như lúc trước tui xem 1 video của chị nào bên nước ngoài kiểu nhà giàu, nhận job về thời trang (k nhớ có chính xác không), có con gái xinh lắm, dth mà dó là lần 2 hay 3 bé xuất hiện trước truyền thông với mẹ thô… See more"
,"ha ha t xem vietsub rồi, may quá"
,Trần Minh Thuý ê lồng tiếng Doraemon này
,"Công nhận là nghe tuột mood thật, thích em Pam nhưng bênh không nổi vụ này"
,Trời oi uiiiiiiiii
,"Nhờ ba mẹ nó chạy truyền thông chứ thực ra nhiều đứa ở trường quốc tế còn cute thông minh hơn, t k nói một đứa trẻ, t chỉ bội thực vk ck nhà nó"
,Chắc t tai trâu nên nghe tiếng vừa hay vừa sang
,Nói k phải nói mình nc đục thả câu chứ nhìn ông Bố bé Pam mình k có thiện cảm
,Ủa phim gì v
,"mình chỉ đẹp tạm tạm thôi, không giỏi lắm đâu. Đứng im 1 chỗ cho đỡ bị chửi"
,"""𝗡𝗲̂́𝘂 𝗸𝗵𝗼́ 𝗸𝗵𝗮̆𝗻 𝗵𝗮̃𝘆 𝗹𝗮̂́𝘆 𝟭 𝗽𝗵𝗮̂̀𝗻"
,"𝗦𝗮𝘂 đ𝗼́ 𝘁𝗵𝗶̀ 𝘁𝗿𝗮̉ 𝗱𝗮̂̀𝗻 𝗱𝗮̂̀𝗻 𝘁𝘂̛̀𝗻𝗴 𝘁𝗵𝗮́𝗻𝗴"""
,SHINHAN FINANCE HỖ TRỢ VAY VỐN
,Không phí … See more
,2025 thật là 1 năm thanh lọc
,Lại tới rồi đó :)))
,Trào lưu lồng tiếng phim nc ngoài từ đâu mà ra vậy ?? Nếu không thể mang 1 bộ phim hay đến với khán giả thì cũng xin đừng mời những ng tay ngang không được đào tạo qua trường lớp dv lồng tiếng để phá nát cả 1 tác phẩm của tác giả như vậy. Nó rất là kin… See more
,Dở thiệt mà. Lướt toptop có 1 đoạn 2 má này lồng tiếng thôi mà t bực mình vcl luôn ấy nói gì mấy người mua vé coi. Tức chắc chớt
,"K những phá hỏng bộ phim mà còn làm phá hư công sức của dàn diễn viên lồng tiếng chuyên nghiệp khác trong ekip lồng tiếng của phim này nữa. Cặp này đáng bị ""chẩy tay"" và bị chởi. Nếu không có đứa con gái ngoan xinh yêu thì cặp này flop sâu dưới đáy biể… See more"
,nói đúng chứ đâu sai
,Từ hùi có P thì trang cá nhân chỉ toàn quảng cáo thui
,HongYu Ruan ngày ấy tới rồi
,Bác lên bài ko sợ fan gdinh vào táp à
,Ns đúng éo cãi đc rồi còn gì.
,"Cứ bảo: “thiếu gì tiền”. Xin lỗi, bạn L này đâu phải dạng thiếu gia tài phiệt nứt đố đổ vách đâu mà bảo câu “ko thiếu tiền”. Kiểu 2 vc khá giả, đủ ăn đủ tiêu. Mà nếu đại thiếu gia thật họ cũng chả rảnh mà lên mạng suốt như thế, người giàu họ bận vl và sống kín lắm."
,Vi Dang Soco La cân nhắc đi xem hay k nhé bồ kkk
,Thôi đừng ráng chạy bài đáng thương nữa :)) ko ai bênh đâu
,T hay nghe ac live trên sp nè giọng k hay thiệt
,Kh có bé P a/c như hạt cát trên sa mạc thui ak
,Vài ba bữa nữa đăng hình con kêu con bị buồn khi ba mẹ bị chỉ trích là thành công tẩy tinh tươm.
,Đứa bé còn dễ thương chứ nhà này đúng xàm luôn ;))
,Sao cíu nổi
,Dở thì t nói dở chứ sao. Nó tệ quá trơid luôn r còn gì
,"Nhận job quảng cáo vô tội vạ, có phốt thì toàn ỉm đi ko 1 lời đính chính hay giải thích."
,Bé Pam đáng yêu nhưng từ ngày nhà này nhận job qc vô tội vạ là mình cũng ko xem nhiều như trc nữa
,Giờ mới nhận ra sao
,Giọng ck thì nghe lồng ổn mà
,Có giọng vk ko hợp thật
,Công nhận dở thật
,"Nói đụng tới gia đình này, đụng tới việc ""đưa con lên truyền thông"" và ""thương mại hóa"" hình ảnh em bé là bị tụi fan kêu ""không thích thì next"", ""lồng tiếng dở thì chê đi mắc gì nói tới việc sử dụng hình ảnh em bé Pam để nổi tiếng"". Mọi thứ nó link với… See more"
,"Phim đang hay mà tới vua và hoàng hậu là choáng, dở k từ nào diễn tả nổi. Điểm trừ duy nhất của phim"
,"Ý là cũng thiếu gia đúng k, nhận job có chọn lọc và khả năng chứ ta"
,bthg mà ủng hộ cả gia đình vẫn thấy ô long hài ý
,Rõ ràng
,"Ủaaaa, giọng bthgg mà mấy thímmm, ổn mà lần đầu mà. Có gì mà phá hỏng đâu. Làm qá"
,Thì ? Chúng m có thể chọn đéo xem nữa mà ?
,T bỏ thuyết minh mua vé vietsub vì sợ nghe giọng 2 mẻ này quá. Bội thực nhà này thấy là lướt vội :)))
,Tưởng đâu đi thi kể chuyện hồi cấp 1 tao thi ghê bây
,Thật sự nó k đến mức tệ nhưng giọng lồng tiếng đó nó k phù hợp với vibe của phim Doraemon
,Có đứa nào tới giờ chưa biết bé Pam là ai k
,Éo hiểu nghĩ gì mời 2 đứa ko ai biết lồng tiếng phim :))
,"góc thắc mắc: nghe bảo ổng là chủ, mà k làm việc xuất ngày xuất hiện trên social thì làm việc kiểu gì nhỉ?"
,"mình cho mấy đứa cháu mình đi xem,xem xong bọn trẻ con khen hay và bản thân mình thấy bình thường mà nhỉ. Hay tại dễ tính quá hahah"
,Làm hỏng cả 1 bộ fim hay !
,"Quan trọng gì, có tiền có fame là được. Vài ngày lại thôi ngay, sống cho bản thân chứ sống bằng lời người khác làm đếch gì"
,Đến con mà còn bị thương mại hoá thì chịu r
,Hạt nhài= hài nhạt rồi
,Thề chưa có cái live shopee nào vừa nhạt vừa chán như live của 2 anh chị :))))
,"Đm, ngày xưa lúc còn chiếu sáng CN trên VTV1 hàng tuần tao xem còn hay hơn nghe mấy bọn KOL bây h lồng tiếng. Mà hồi đó thuyết minh cả 1 tập phim có đúng 1 người đọc thoại."
,Người ta nổi tiếng từ trước mà. con chỉ nổi tiếng mấy năm nay thôi mấy má
,Chê
,"Đưa 2 thằng cháu đi xem, sợ ko đọc kịp sub nên chọn bản lồng tiếng, mà xem xong chúng nó gào lên bảo dì cho xem phim dởm, không giống trên youtube chúng nó xem"
,"Trc lâu r có đọc dk cái cmt nói là 2vc bạn này flop bằng thực lực vì lúc nào cũng chỉ là bé Pam ra cứu cánh bố mẹ, đến lần này thì đúng là mình cũng cảm thấy như vậy."
,"Tụi bây ác thì ác vừa vừa thôi,để cho người ta còn sống"
,"ủa, có phải ông bà lồng tiếng Đức vua và hoàng hậu trong phim Doremon đang chiếu rạp k? má ôi, bảo sao, bộ phim đang hay nghe đến đoạn vua và hoàng hậu nói mà nhạt thấy mẹ"
,Bảo là thương mại hoá đứa con của mình thì lại chối
,hạt nhài là hài nhạt á hả? mà 2 đứa này là ai v trời
,Nghĩ sao cho nghiệp dư vô vậy trời :))
,T chỉ xem bản Vietsub chứ k nghe nổi lồng tiếng
,"Thì ngay từ khi bé xíu xiu con bé đc đôi này lôi ra để kiếm hợp đồng quảng cáo, kiếm tiền rõ ràng mà"
,T chê có câu mà sang tóp tóp n tớp t quá trời tớp :)))
,Dạo này mấy cái phim cứ thích mời mấy đứa đâu đâu vào lồng tiếng ý nhỉ. Đợt trước thì a lâm cá trê lồng cái phim gì của hàn xem tụt cmn mút luôn. H lại đến phim này
,lồng tiếng thua mấy người lồng tiếng trên web lậu nữa
,Ỉa vào tai
,"Nghe mn chê lồng tiếng Đoremon dở , hoá ra lại là vậy"
,Thiệt luôn xem xong không hỉu sao vua và hoàng hậu có giọng nói cứ tè tè không một chút cảm xúc.
,Con gái mất tích 4 năm trở về cũng không có cảm xúc luôn cứ tè tè tè
,"Lồng cho cho vai nào vậy mọi người ???? Có lồng cho mấy vai chính ko
Định tối mai đi xem với con trai mà nghe mọi người chê quá zị"
,Phải công nhận là quả thuyết minh vua và hh nó vô duyên kinh khủng
,gia đình bắp phiên bản lightmode.
,"Iu Pam đó,mà lợi dụng danh tiếng con để làm những việc chưa vừa sức,k đủ năng lực vẫn nhận, dần dần sẽ bị quay lưng, chưa bh có chút thiện cảm vs ô Long đó"
,"Lần đầu tiên trong đời thấy Thiếu Gia đi DVLT
nhìn thiếu gia này lạ quá"
,Chứ g nua :)))))
,Đặng Thị Thanh Trúc khó lói
,"Nói thiệt họ muốn lồng tiếng fim j t ko quan tâm, riêg cái fim này thì t bức xúc. Ts lại mời diễn viên lồng tiếng tay ngag thậm chí là ko có kinh nghiệm j để lồng tiếng trời, còn các bạn học hành đàng hoàng có kinh nghiệm sao ko mời"
,"Tui ko quan tâm gia đình này lắm nhưng mỗi lần live shopee thì 2vc này nhạt nhẽo thật sự, ko vui cũng ko có gì hấp dẫn ngoài mấy cái voucher 25-30%"
,Rõ ràng
,Năm nay năm thanh tẩy nên cái j cũng hạn chế tránh bị phản tác dụng
,Ê nhưng mà phim gì v để tui né
,Truc Anh bớt xàm nghe chửa. Linh tính tôi chưa bao jo sai
,Võ Nam hồi sáng vừa nói chiều có bài lên haha
,"Thì kệ mẹ ngta đi, t thấy bên trung cũng có con lấy con nó nhận qc đầy ra , tên liuliu thì phải"
,"Ý là phim oke k mn ơi, đang tính cho con đi xem mà thấy mn phản ánh dữ dội quá"
,Anh chị chỉ lên làm thiếu gia và vợ thiếu gia
,Mốt trên thờ rét là viết 1 câu phải chèn ít nhất 1 từ tiếng Anh à
,Kim Long lưu zữ kỉ niệm cho pé
,Nhạt
,Hương Ly chong chóng tre nè nobita :))
,Có ai bao vé mình đi xem lồng tiếng đi để mình trải nghiệm thử =))
,"Thì ông long để tên Lòng Hài Nhạt mà, cơ bản là ổng tự nhận ổng nhạt như nước ốc"
,"Thật sự doreamon phim ngắn trên tv hay điện ảnh thì lồng tiếng cực hay và hợp luôn á, mấy bộ chiếu rạp là mình chọn bản lồng tiếng ko hề đắn đo luôn, mặc dù mình thích xem phim phụ đề nhưng cứ doreamon và conan là ko cần lăn tăn lo lồng tiếng giảm cảm … See more"
,"Mình quan tâm những vấn đề xã hội và cơm áo gạo tiền hơn, em bé rất đáng iu, cha mẹ bé thì ko biết là ai, ko có ý mỉa mai gì ạ nêu quan điểm hoi, mình cảm ơn"
,Cỏ May Xem bản lồng tiếng khum C
,Thiếu gia rảnh nhất chỉ sau chồng chị X =))))
,"Thì có thấy có tài năng gì đâu
Ha Giang Nguyen"
,Nghe kinh đcđ í
,Lần đầu tiên thấy cha mẹ xa vòng tay của con là bão tố
,"Dành cho ai nói sao ông Long con thiếu gia nhà giàu mà nhận job tùm lum. Tui ko fải Fan, tui chỉ nói thực tế tui biết do đi làm gặp mấy dạng này rồi thôi chứ ko có bênh gì nhà này."
,"Ông Long là Thiếu gia, tức con trai của ông chủ Cty đó thôi. Cty còn … See more"
,"Nói về chuyện nổi tiếng viral của con nghệ sĩ thì có bé Hưng của Trà Mi idol đó, người ta tinh tế nhận quảng cáo vừa phải, chứ có vắt sữa như 2 má đâu, ối giồi ôi cái thời hot trend nhận job kín cái trang excel lun"
,"Vắt con mình như vắt chanh, tài thật"
,"""Nói ra thì bảo sân si với đứa con nít"", ủa tụi bây sân si thiệt mà t nói có sai đâu
. Ba mẹ Pam làm không tốt là chuyện của ba mẹ Pam mắc gì lôi nhỏ vào??? Bây không thích con bé nhưng tụi t thích ok???"
,Kinh tế chính của gia đình đâu.
,Lôi vào mà nói vì cơm áo gạo tiền thôi =))
,Làm KOL ko nhận qc kiếm tiền thì ngồi ko chết đói à
,"Méo hiểu diễn viên lồng tiếng bộ chết hết r hay sao mà bên sản xuất phải thuê những người không có tí chuyên môn vào để làm,riết rồi cái nghề diễn viên lống tiếng nó bạc,mất bao năm an học đi lên từ vai nhỏ,xong phải mất công việc cho mấy người chuyên … See more"
,"Bào thôi chứ biết sao giờ :)) Nhân lúc con bé còn nhỏ còn đáng yêu còn fan còn nổi tiếng, bố mẹ nhận được job nào thì ăn tiền job đó, mai mốt nó lớn, không quay video nhiều được nữa, tiền đâu mà bào nữa"
,"Cái gì đáng chỉ trích thì chỉ trích chứ đừng có lấy cớ chửi nhân phẩm, gia đình người ta các bạn ơi? Gia đình người ta đều có địa vị nhất định trong xã hội nếu 2 vợ chồng có làm gì không đúng thì nội ngoại sẽ nhắc nhở."
,T đã bảo t ghét ai không bao h sai :)))))
,Đọc cmt thấy toàn bọn điên
,Thật t người Bắc mà nghe đến đoạn hai đứa này lồng tiếng t muốn xỉu ngang!
,"Cũng tới ngày này
đem con bé seeding mọi mặt trận, thấy lố ngay từ đầu"
,Xa vòng tay con là bão tố
,"Đúng còn gì. Thành công của 2 ban này là dùng con để kiếm tiền và job. Lắm lúc thấy em bé rõ tội, nó mệt nó khó chịu mà bố mẹ vẫn cố lôi ra bằng dc."
,"Chứ có tài cán gì đâu, toàn kéo fame nhờ đứa con"
,"Tệ thậc, nghe mấy đoạn cut mà k nghe nổi luôn"
,Nhưng mà công nhận nhìn 2 ngừ nhạt thiệt đó
,Phuong Anh Nguyen xem sub
,Hahah vk ck dự vao dua con kim tien chu dơ etk ajaa dở thì chê
,Hãy trả lại tuổi thơ cho bé
,"Thứ quan tâm là ảnh video bé Pam thôi, chứ anh chị có quảng cáo gì ngoài ngoài không có bé Pam cũng k xem"
,Salu và Long Hột Nhãn sau khi bị cđm đánh giá...
,Ly Ly Nguyễn khổ thân chưa
,Phạm Thị Mỹ Phước ai rồi cũng bị phốt
,Ai chỉ t cách xem bản lồng tiếng chuyên nghiệp với. T muốn dẫn cháu t đi xem trải nghiệm vì nó thik Doraemon a
,Khi bố mẹ k có tài năng mà chỉ có thể dựa vào đứa con để kiếm sống
,Mời mọi người thưởng thức
,Cuối cùng cũng có bài đúng ý t
,"K hiểu sao bên lồng tiếng cũng duyệt được, 2 má dám nhận booking thì má chịu trách nhiệm sx cũng dám duyệt phim.
t thấy phim giờ toàn đưa cho titot cơ rồi mấy ng hot hot lồng tiếng, còn những bạn dv lồng tiếng, học hỏi đào tạo bài bản thì khó đc tiế… See more"
,"Không phải cái gì trên đời cứ làm là được, không rành thì đừng có cố chứ, để ng có chuyên môn ngta làm"
,"“Quan tâm gì phim hỏng hay không hỏng, miễn sao tôi được là chính mình”"
,"Xem và thấy Nhạt là tôi được là tôi 50% rồi, thiếu 50% Hài nữa.… See more"
,Xa rời Pam là bão tố :)))))) tự kiếm tiền nuôi con chứ đừng đem con ra kiếm tiền nữa
,Mình bảo bé gánh nguyên team
,Fan bảo : xưa chỉ cũng là hotgirl v
,Fan chỉ tl đ' lquan conme gi hết
,Mình ko anti ai. Nhưng mà thấy chuyện gì cũng có 2 mặt. Việc gì tới nó sẽ tới
,"kakaka thêm cái cặp lgbt kia nữa, adua 1 bè sống bám đứa nhỏ chứ chẳng có thực lực gì kakakakakaka"
,Nguyễn Kiều Tiên ô nô
,Nói ra thì sợ bị táp nhưng thú thật là tao còn không hiểu em bé Palm hot vì cái gì nữa chứ là bố mẹ nó. Mẹ nó thì tao công nhận xinh :)))
,Từ lúc xem mẹ vắng nhà ba là siêu nhân đc mấy tập đã thấy ngán lắm r
,Nói đúng còn nói to
,"Trước đợt bị chửi có ng cmt "" hào quang của bé Pam là những gì Salim mơ ước "", trc kia cổ nhạt nhoà có bật lên được đâu, mọi job k có thêm Pam vào thì toàn flop ko"
,"""lồng tiếng"" là công việc đòi hỏi chuyên môn cao, đừng nhét mấy đứa kol ất ơ vô nữa"
,Nguyên tắc đi xem phim là trừ khi các bạn vào rạp với nhu cầu mò mẫm riêng tư.
,"Còn lại thì nên xem sub để cảm nhận rõ nét nhất sự kết nối giữa đường hình và đường tiếng, cả diễn xuất hình thể và ngôn ngữ của diễn viên và kịch bản."
,Mong chờ gì những phi… See more
,"Thằng này gđ ko có xưởng may có mak salim nó lấy kkk, theo salim như ch,,ó đuổi chục năm nó ms chấp nhận kkk"
,Bộ con chồn xanh của t thiếu fame hay sao mà phải mời mấy khách mời ất ơ này vào phá vậy. Phim đang hay luôn á
,"￼Kéo Cắt Cành, Tỉa Hoa SC-21 - Kéo làm vườn mũi nhọn, dụng cụ làm vườn, cắm hoa, thu quả"
,Ủa v là chỉ bame của bé này thôi hả? T tưởng người nổi tiếng nào được mời chứ
,Quan điểm cá nhân mình thì đâu phải lỗi của L và S đâu mà mọi người toxic vậy nhỉ. Cả bé P cũng ko liên quan gì mà mọi người cũng lôi vào. Rõ ràng họ được bên hãng phim mời lồng tiếng chứ không phải là là phim do họ tự làm. Và khi khi họ hoàn thành vai… See more
,"Doraemon là phải lồng giọng Miền Nam,giọng Bắc thì kiểu gì cũng thấy sai sai"
,"Bộ film có thành công hay ko là nhờ 1 phần lồng tiếng hay,đây đéo có j cũng dám nhận lồng tiếng film"
,"Bên phát hành họ tính toán hết cả rồi. Riêng lượng fans của gia đình này ủng hộ thì doanh thu của bộ phim cũng đủ lớn, chưa kể những người đưa con đi xem cho vui…"
,Sắp tới bộ phim Chốt Đơn của cô hoa hậu mà công chiếu có khi còn được fans cô này ủng h… See more
,Gọi là bóc lột lao động trẻ em ko nhỉ
,"Salim làm hotgirl hoạt động showbiz cũng lâu rồi mà có tý fame nào đâu, đẻ đx nàng Pam đáng yêu, tận dụng triệt để fame của con mới đc biết tới, chứ đó giờ flop ẻ"
,Ê nhà này chạy buff qc con cái hay sao t lướt fc tt cứ block hoài kg hết. Đúng là dùng con làm mồi câu tiền. Thêm đám fan khùng điên táp như chó dại vậy.
,"Con nhà nta người ta tự biết dạy, huống chi bé nó kiếm tiền báo đáp bố mẹ từ bé thì có làm sao đâu mà chỉ trích nhà nta thế các bạn? Đấy là bọn fan sẽ nói thế chứ tao thấy khổ thân bé Pam vãi loz :))) ko biết bé đến tuổi đi học có tha cho n ko :))))))))"
,mấy má giỏi quá thì vào lồng tiếng đi bỏ có vài chục k mà tưởng làm cha mẹ người ta ý kiến ý cò có job thì người ta nhận thôi
,"Giờ toàn thuê bọn ca sĩ, người mẫu đi lồng tiếng, chả có tý thực lực, dựa hơi ko. Dân chúng bây giờ dễ dãi thật đấy, bỏ tiền ra coi mà bị chúng nó hời hợt như vậy"
,"Lần đầu tiên thấy trường hợp cả bố lẫn mẹ phải ăn bám, dựa hơi theo đứa con còn chưa tới tuổi đi học. Ko có nhỏ con ko làm ăn đc cái quần què gì ra hồn hết"
,Anh Phuong Nguyen
,Tu Anh Tran
,Nguyễn Emmie
,Anita Huynh
,
,Phương Anh
,Tran Cong Truong
,Lương Nguyễn Ngọc Hân
,Nguyễn Vinh
,Hoàng Hồng Nhung
,Đức Bình Đỗ :))
,Đào Thúy Hòa
,Bích Nhii
,Trần Hải
,Linh Đan
,Đỗ Thành Nhân
,Linh
,Hân Đinh
,Nguyễn Ngọc Anh
,Trần Linda
,Thanh Lam
,Ngô Phương Thảo
,"Fan chị cỡ này cơ mà. Cô đồng đàng hoàng, ai dô chê là cô làm phép quật cho lòi cl"
,Rời xa vòng tay con là bão tố của bố mẹ
,Rời xa vòng tay con là bão tố
Label,Comment
,Thông tin chính thức từ cơ quan chức năng
,"Mở rộng điều tra vụ án về kẹo KERA - Cơ quan cảnh sát điều tra, Bộ Công an đã khởi tố, bắt tạm giam Nguyễn Thúc Thuỳ Tiên về tội Lừa dối khách hàng, 4 bị can khác bị khởi tố về tội: Sản xuất hàng giả là thực phẩm."
,"Theo đó, Thuỳ Tiên được hưởng lợi nhuận theo thỏa thuận góp vốn là 7 tỷ đồng (tương đương 30%), các cổ đông còn lại góp 70% cổ phần."
,KHỞI TỐ THÊM 5 BỊ CAN VỤ KẸO KERA
,Mở rộng điều tra vụ án sản xuất hàng giả là thực phẩm và lừa dối khách hàng liên quan Công Ty Cổ phần Asia Life và Công ty cổ phần Tập đoàn Chị Em Rọt. Văn phòng Cơ quan Cảnh sát điều tra Bộ Công an đã khởi tố thêm 5 … See more
,"Công nhận tay nghề TQ chất lượng ghê . Pé Hằng bé bỏng ngày nào đem qua đó ""gia công"" 1 thời gian trở thành bà trùm hàng giả luôn :)))) Du mục vào tận trong tòo luôn. QLinh vào quay vlog cuộc sống trong tòo, giờ thêm Tiên vô giật giải hoa hậu nhà ngục … See more"
,Khi nào mới tới chị Đoàn Di Bom của em
,Hồi trước fan ước gì QL và TT về chung 1 nhà. Đúng là cầu được ước thấy
,"Aida, fan cổ có biện minh gì nữa không:))"
,Công ty của chụy mà định phủi tay à
,Thời sự 19h luôn
,Lúc nào cũng là Hằng Tiên Linh
,Đứa con tinh thần của chị mà chị chối ác=))))
,anh nam ơi cứu bé
,"Theo báo cáo thì kera mới kiếm dc 20 tỏi, nhưng thật ra ít nhất là x10 =))))))"
,"Đúng là chuyện đời ko ai biết được chữ ""Ngờ"""
